,original text,fwd_translated,rev_translated
9299, Wishing you a happy birthday and hope you're enjoying it!,¡Te deseo un feliz cumpleaños y espero que lo disfrutes!,I wish you a happy birthday and hope you enjoy it!
9300," @featureBlend, it's great to have you back! My Twitter wouldn't be complete without you. You are a totally cool dude!","@featureBlend, ¡es genial tenerte de vuelta! Mi Twitter no estaría completo sin ti. ¡Eres un tipo genial!","@featureBlend, it's great to have you back! My Twitter wouldn't be complete without you. You're a great guy!"
9301," @simoncurtis expressed disappointment and mentioned going to Barnes & Noble soon after. They enjoyed riding on the escalators multiple times, around 11 times.","@simoncurtis expresó su decepción y mencionó ir a Barnes & Noble poco después. Disfrutaron de montar en las escaleras mecánicas varias veces, alrededor de 11 veces.","@simoncurtis expressed disappointment and mentioned going to Barnes & Noble shortly afterwards. They enjoyed riding the escalators several times, about 11 times."
9302, @JaimeMcKnight expresses feeling excluded and expresses a desire to DJ again with a sigh.,@JaimeMcKnight expresa sentirse excluido y expresa un deseo de DJ de nuevo con un suspiro.,@JaimeMcKnight expresses feeling excluded and expresses a desire for DJ again with a sigh.
9303, I'll be in Berlin on Saturday for the Kings of Leon concert and am excited to attend the Berlin Gay Pride event.,Estaré en Berlín el sábado para el concierto de Reyes de León y estoy emocionado de asistir al evento del Orgullo Gay de Berlín.,I will be in Berlin on Saturday for the Lion Kings concert and I am excited to attend the Gay Pride event in Berlin.
9304," I have a plan for the day which includes doing house chores, waiting for the plumber, watching a DVD, exercising, taking a bath, and relaxing for the rest of the evening. I wish my partner was still with me.","Tengo un plan para el día que incluye hacer las tareas de la casa, esperar al fontanero, ver un DVD, hacer ejercicio, tomar un baño, y relajarse durante el resto de la noche. Ojalá mi pareja estuviera todavía conmigo.","I have a plan for the day that includes doing housework, waiting for the plumber, watching a DVD, exercising, taking a bath, and relaxing for the rest of the night. I wish my partner were still with me."
9305," Hello, All Time Low band members! We are glad to have you here in Australia.","¡Hola, miembros de la banda All Time Low! Estamos encantados de teneros aquí en Australia.","Hello, members of the All Time Low band! We are delighted to have you here in Australia."
9306, @necolebitchie I feel the same way with my girlfriends! I have my high heels in my hands too!,@necolebitchie Me siento de la misma manera con mis novias! Tengo mis tacones altos en mis manos también!,@necolebitchie I feel the same way with my girlfriends! I have my high heels in my hands too!
9307," I am going to make popcorn, take a rest and then get ready to go to PC later.","Voy a hacer palomitas de maíz, descansar y luego prepararme para ir a PC más tarde.","I'll make popcorn, rest and then get ready to go to PC later."
9308, The Backstreet Boys expressed their strong yearning for their fans.,Los Backstreet Boys expresaron su fuerte anhelo por sus fans.,The Backstreet Boys expressed their strong longing for their fans.
9309, It's always a surprise when heavy rain starts pouring as soon as a cricket competition begins.,Siempre es una sorpresa cuando la fuerte lluvia empieza a llover tan pronto como comienza una competencia de cricket.,It's always a surprise when the heavy rain starts raining as soon as a cricket competition starts.
9310, I had an incredible night! ...I adore hanging out with my significant other.,¡Tuve una noche increíble!...Me encanta salir con mi pareja.,I had an amazing night!...I love going out with my partner.
9311," @nailah is being sarcastic and laughing out loud about how she rarely hears from someone, but when she does, it's usually a threat.","@nailah está siendo sarcástica y riendo en voz alta sobre cómo rara vez oye de alguien, pero cuando lo hace, usualmente es una amenaza.","@nailah is being sarcastic and laughing out loud about how she rarely hears from someone, but when she does, she is usually a threat."
9312," @designbreaker I did some work, went grocery shopping and returned home. Hooray for being uneventful lol","@designbreaker Hice un poco de trabajo, fui de compras y volví a casa.","@designbreaker I did some work, went shopping and came home."
9313, Can someone explain why I'm addicted to reading creepypasta?,¿Alguien puede explicar por qué soy adicto a leer pasta espeluznante?,Can anyone explain why I'm addicted to reading creepy pasta?
9314," Target's Method products are my favorite, even though they are technically household items.","Los productos del Método de Target son mis favoritos, a pesar de que son técnicamente artículos del hogar.","Target Method products are my favorite, even though they are technically household items."
9315," Fabian Hamilton, a Member of Parliament from the Labour party, will be visiting a primary school on Friday for a Q&A session. It is required to give one month's notice for the questions.","Fabian Hamilton, miembro del Parlamento del Partido Laborista, visitará una escuela primaria el viernes para una sesión de preguntas y respuestas. Se requiere dar un mes de antelación para las preguntas.","Fabian Hamilton, a member of the Labour Party Parliament, will visit a primary school on Friday for a question-and-answer session. It is required to give a month in advance for questions."
9316," My throat hurts a lot. It almost made me vomit this morning, but it was worth it because we were really close. :)","Me duele mucho la garganta. Casi me hace vomitar esta mañana, pero valió la pena porque estábamos muy cerca. :)","My throat hurts a lot. It almost makes me puke this morning, but it was worth it because we were very close. :)"
9317," Although I'm not a fan, I understand that repeatedly posting the same content can be considered spammy. Let's not displease our followers.","Aunque no soy un fan, entiendo que publicar repetidamente el mismo contenido puede ser considerado spammy. No desagrademos a nuestros seguidores.","Although I am not a fan, I understand that posting the same content repeatedly can be considered spammy. Let’s not disapprove of our followers."
9318," Occasionally, I receive messages saying ""will call soon at a strangling"" that make me miss being a former police officer.","Ocasionalmente, recibo mensajes diciendo ""llamaré pronto a un estrangulamiento"" que me hacen extrañar ser un ex oficial de policía.","Occasionally, I get messages saying ""I'll call a stranglehold soon"" that make me miss being a former police officer."
9319," I'm hanging out with Chris Nguyen and Santos, and we split the cost of gas. We're considering going to either Cocobay or Bababay. Afterwards, we might just chill.","Estoy saliendo con Chris Nguyen y Santos, y dividimos el costo de la gasolina. Estamos considerando ir a Cocobay o Bababay.","I'm dating Chris Nguyen and Santos, and we split the cost of gasoline. We're considering going to Cocobay or Bababay."
9320," Goodnight everyone on Twitter! Love you all, even if you are acting like a jerk. [ikno]","Buenas noches a todos en Twitter, os quiero a todos, aunque actuéis como un idiota.","Good night to everyone on Twitter, I love you all, even if you act like an idiot."
9321, I was reminded that this day last year was my final day of sixth form. I can't believe how fast time has flown by and I'm also feeling nostalgic for sixth form.,Me recordaron que este día del año pasado fue mi último día de sexta forma. No puedo creer lo rápido que ha pasado el tiempo y también me siento nostálgico para la sexta forma.,They reminded me that this day of last year was my last day of sixth form. I cannot believe how fast time has passed and I also feel nostalgic for the sixth form.
9322," @beckster52 Thank you! Haha, no, unless you include the felines. They tend to walk on the keyboard.","@beckster52 ¡Gracias! Haha, no, a menos que incluyas los felinos. Tienden a caminar en el teclado.","@beckster52 Thank you! Haha, no, unless you include the cats. They tend to walk on the keyboard."
9323," I'll do my best. You seem to be really interested in the things girls lie about. Just kidding, but I like that phrase.","Lo haré lo mejor que pueda, parece que te interesan mucho las cosas que las chicas mienten, sólo bromean, pero me gusta esa frase.","I'll do my best, you seem to be very interested in things that girls lie about, just kidding, but I like that phrase."
9324," I'm at the dull bank and a man just asked about a ""sented"" check, the wonders of contemporary language.","Estoy en el banco aburrido y un hombre acaba de preguntar por un cheque ""enviado"", las maravillas del lenguaje contemporáneo.","I'm in the boring bank and a man just asked for a ""sent"" check, the wonders of contemporary language."
